method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
ecomann,21,0.4652161527247656,0.5561934299767017,0.5561934299767017,0.13782455443981148,0.26337101434667903,0.3273915939387821,0.867188694931212,8118.666666666667,4096.0,0.19124587664347345,0.19670494366160018,0.0745210193452381,0.8410130099478308,0.3570960703350249,20.582159133184526,0.6313026079109737,1.0652720775632631,1032.6478109119398
oncl,21,0.06626481837814763,0.014512329207112392,0.014512329207112392,0.028055335239817698,0.05945679106350456,0.03820948400312946,0.1393204095462958,8118.666666666667,4096.0,0.0005521835575481779,5.8845678636100186e-05,0.7088099888392857,0.829000420086378,0.03764830325685796,22.333333333333332,0.2601779152949651,0.008500108991505667,163.58424445042397
