method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
ecomann,21,0.6922663166409447,0.2935114392922038,0.2935114392922038,0.29514532075041816,0.6141682331051145,0.3971209983740534,0.9701714827900841,8118.666666666667,4096.0,0.27863261197942135,0.027502712538643254,0.038051060267857144,0.7183156503585201,0.4431478423731668,32.884347098214285,0.7952700243109748,0.1698175241638507,100.18018441868203
oncl,21,0.1455793928887163,0.02326697182087671,0.02326697182087671,0.06157519326855739,0.17825013718434743,0.08400420170454752,0.33062913659073057,8118.666666666667,4096.0,0.004653214983076482,0.00012179378314786369,0.5059291294642857,0.589143943812579,0.09150250593111628,22.337297712053573,0.32043794436114176,0.012540856442813362,27.905182068819634
