method,dataset,seed,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
oncl,6d_workspace_sine_surface_pose_traj,0,0.08356302231550217,0.012007136829197407,0.012007136829197407,0.01815388910472393,0.03210938721895218,0.06540913134813309,0.30675533413887024,8128.0,4096.0,0.000732421875,3.124303839285858e-05,0.088134765625,0.5089812992125984,0.07465902715921402,29.000732421875,0.4463651180267334,0.0011835743207484484,169.0384781040484
oncl,6d_workspace_sine_surface_pose_traj,1,0.08714402467012405,0.010965880937874317,0.010965880937874317,0.018604079261422157,0.03302202373743057,0.06853994727134705,0.287013977766037,8128.0,4096.0,0.000732421875,2.361038059461862e-05,0.071533203125,0.4961860236220472,0.09132863581180573,29.0,0.4513700604438782,0.003132909070700407,201.01928226591554
oncl,6d_workspace_sine_surface_pose_traj,2,0.08597887307405472,0.010723117738962173,0.010723117738962173,0.017955392599105835,0.03187507018446922,0.06802348047494888,0.3054417073726654,8128.0,4096.0,0.0,2.5141700461972505e-05,0.112548828125,0.5407234251968503,0.0825025886297226,29.0,0.45955249667167664,0.0030832290649414062,180.95109554205555
oncl,6d_workspace_sine_surface_pose_traj,3,0.08098508417606354,0.011306810192763805,0.011306810192763805,0.018222657963633537,0.033174946904182434,0.06276242434978485,0.2832775115966797,8128.0,4096.0,0.000732421875,2.60706201515859e-05,0.103759765625,0.5548720472440944,0.07137776911258698,29.0,0.45215901732444763,0.0013589404989033937,157.70834461902268
oncl,6d_workspace_sine_surface_pose_traj,4,0.0988236516714096,0.012825793586671352,0.012825793586671352,0.019387874752283096,0.0333215594291687,0.07943578064441681,0.35170668363571167,8128.0,4096.0,0.000244140625,3.777042729780078e-05,0.04052734375,0.4664124015748031,0.11329744011163712,29.01171875,0.4581605792045593,0.0035376902669668198,155.58843375300057
