method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
oncl,3,0.08115882674853007,0.01147317017118136,0.01147317017118136,0.01815054751932621,0.03225399429599444,0.06300827860832214,0.29300230741500854,8128.0,4096.0,0.00048828125,2.8097605536459014e-05,0.09000651041666667,0.5410515091863517,0.07495534668366115,29.015218098958332,0.4500357508659363,0.0017260050129455824,251.05378469533753
