traj_id,point_id,x,y,z,roll,pitch,yaw,pos_err,ori_err_deg
0,0,0.3720000088214874,-0.09707499295473099,1.0986664295196533,-0.1701851189136505,-0.5920644402503967,-0.16484183073043823,0.0,0.0
0,1,0.37538161873817444,-0.09736065566539764,1.1027768850326538,-0.1611051857471466,-0.5989173650741577,-0.18008260428905487,0.0018801689147949219,0.07132624834775925
0,2,0.37762823700904846,-0.09878156334161758,1.1076246500015259,-0.15298053622245789,-0.6065459847450256,-0.19690027832984924,0.004848599433898926,0.34149664640426636
0,3,0.38152605295181274,-0.09812548011541367,1.1073931455612183,-0.14059676229953766,-0.6129904985427856,-0.20986197888851166,0.0023134946823120117,0.22028695046901703
0,4,0.38355880975723267,-0.0999978706240654,1.110860824584961,-0.13083229959011078,-0.6203879714012146,-0.22573542594909668,0.0038799047470092773,0.48537477850914
0,5,0.38774263858795166,-0.09912965446710587,1.109823226928711,-0.11749985814094543,-0.6259798407554626,-0.2381981909275055,0.00038504600524902344,0.5478693246841431
0,6,0.3892555832862854,-0.10122933238744736,1.1134896278381348,-0.1075812354683876,-0.6323451995849609,-0.2541070282459259,0.0024094581604003906,0.7773285508155823
0,7,0.3939901888370514,-0.10009848326444626,1.1124013662338257,-0.09439258277416229,-0.6350196003913879,-0.26690012216567993,0.001440286636352539,0.8478835225105286
0,8,0.3952106833457947,-0.10240919142961502,1.1166707277297974,-0.08519566059112549,-0.6373655796051025,-0.2835661768913269,0.0013118982315063477,0.8458039164543152
0,9,0.40008413791656494,-0.10121427476406097,1.1156789064407349,-0.07294542342424393,-0.6352033615112305,-0.2973504364490509,0.0025272369384765625,0.7932756543159485
0,10,0.4014025926589966,-0.1034650206565857,1.1197524070739746,-0.06446514278650284,-0.6336634159088135,-0.3146672248840332,1.4662742614746094e-05,0.5595313310623169
0,11,0.4059413969516754,-0.10243445634841919,1.1189606189727783,-0.052906982600688934,-0.6294361352920532,-0.3290729224681854,0.003484010696411133,0.6045790910720825
0,12,0.40755030512809753,-0.10448412597179413,1.1228734254837036,-0.04448283091187477,-0.6268527507781982,-0.346423476934433,0.0012558698654174805,0.35332444310188293
0,13,0.41189658641815186,-0.10365524888038635,1.1224156618118286,-0.033285193145275116,-0.6221728324890137,-0.3611700236797333,0.0043135881423950195,0.6110178828239441
0,14,0.41369128227233887,-0.10549870133399963,1.1260707378387451,-0.024758275598287582,-0.6190661787986755,-0.3783876299858093,0.0023908615112304688,0.46980583667755127
0,15,0.4178551435470581,-0.10487285256385803,1.125970482826233,-0.01403464749455452,-0.6139113903045654,-0.3935275971889496,0.005009174346923828,0.7574392557144165
0,16,0.4198421537876129,-0.10648421198129654,1.1292831897735596,-0.0055101532489061356,-0.610000729560852,-0.4106357991695404,0.003466367721557617,0.7016502618789673
0,17,0.4237556755542755,-0.10616103559732437,1.1295628547668457,0.004530420992523432,-0.6042159795761108,-0.4262891411781311,0.005599617958068848,0.9358634948730469
0,18,0.42607828974723816,-0.10737254470586777,1.1325418949127197,0.013006018474698067,-0.5993592143058777,-0.44328683614730835,0.004460573196411133,0.9450187087059021
0,19,0.42954733967781067,-0.10754245519638062,1.13323175907135,0.02219439670443535,-0.5929028391838074,-0.45953911542892456,0.0060062408447265625,1.1129388809204102
0,20,0.43239831924438477,-0.10821221768856049,1.135903000831604,0.03058149851858616,-0.5871496796607971,-0.476437509059906,0.005309939384460449,1.1766958236694336
0,21,0.4353153109550476,-0.1088946983218193,1.1369733810424805,0.03883787617087364,-0.5800076127052307,-0.4933009445667267,0.006237506866455078,1.2866398096084595
0,22,0.43867260217666626,-0.10915274173021317,1.139404296875,0.04697980359196663,-0.5733658075332642,-0.51019686460495,0.0059206485748291016,1.38479745388031
0,23,0.44118842482566833,-0.11011596769094467,1.1407874822616577,0.054299212992191315,-0.5655196905136108,-0.5276154279708862,0.006327152252197266,1.4565622806549072
0,24,0.4448358416557312,-0.11020596325397491,1.1430542469024658,0.06192164123058319,-0.5579507946968079,-0.5446726679801941,0.006233811378479004,1.5687274932861328
0,25,0.44716691970825195,-0.11126693338155746,1.144661545753479,0.06826179474592209,-0.5493197441101074,-0.5625998973846436,0.0062863826751708984,1.6164051294326782
0,26,0.450924813747406,-0.1112961620092392,1.146844506263733,0.07505364716053009,-0.5406880974769592,-0.5799815654754639,0.0062454938888549805,1.735508680343628
0,27,0.4532075524330139,-0.11239370703697205,1.1485761404037476,0.08027590811252594,-0.5311762094497681,-0.5984254479408264,0.006103515625,1.7640289068222046
0,28,0.4569760262966156,-0.11240021139383316,1.150741457939148,0.08592086285352707,-0.521388828754425,-0.6162698864936829,0.005991339683532715,1.8835670948028564
0,29,0.45927196741104126,-0.1135120540857315,1.1524903774261475,0.08981721848249435,-0.51090407371521,-0.6352775692939758,0.005784869194030762,1.897542119026184
0,30,0.46301621198654175,-0.11350949108600616,1.1546838283538818,0.09402071684598923,-0.4999697804450989,-0.6536976099014282,0.005532026290893555,2.008570671081543
0,31,0.4653388261795044,-0.11462327837944031,1.1563396453857422,0.09638077020645142,-0.48852217197418213,-0.6733225584030151,0.005368590354919434,2.0136311054229736
0,32,0.4690384268760681,-0.1146281510591507,1.158586025238037,0.09889491647481918,-0.4766075015068054,-0.6924095153808594,0.0049381256103515625,2.1046841144561768
0,33,0.4714181125164032,-0.11571613699197769,1.1600528955459595,0.0995769277215004,-0.4643506407737732,-0.7126759886741638,0.004913330078125,2.1083076000213623
0,34,0.4750231206417084,-0.11577460914850235,1.1623589992523193,0.10021796822547913,-0.4517824053764343,-0.7325019240379333,0.004283547401428223,2.1671760082244873
0,35,0.47753116488456726,-0.11677107959985733,1.1635774374008179,0.09919562935829163,-0.43898680806159973,-0.7533820271492004,0.004461884498596191,2.176098108291626
0,36,0.48094695806503296,-0.11696984618902206,1.1659250259399414,0.09784910827875137,-0.42619964480400085,-0.7740055918693542,0.0036336183547973633,2.194904327392578
0,37,0.48370450735092163,-0.1177646666765213,1.166887879371643,0.09520956873893738,-0.4131828546524048,-0.7954155802726746,0.004028201103210449,2.207441568374634
0,38,0.4867953360080719,-0.11823810636997223,1.1692230701446533,0.09183499217033386,-0.4006377160549164,-0.8168711066246033,0.0030450820922851562,2.1917810440063477
0,39,0.48994866013526917,-0.11868596076965332,1.1699681282043457,0.08774720877408981,-0.3877028524875641,-0.8386877775192261,0.0036116838455200195,2.189279556274414
0,40,0.4925841689109802,-0.11957141011953354,1.1722108125686646,0.08241153508424759,-0.37580230832099915,-0.8609726428985596,0.0025610923767089844,2.167085647583008
0,41,0.49621206521987915,-0.11957431584596634,1.1728006601333618,0.07708102464675903,-0.36323124170303345,-0.8830601572990417,0.0032051801681518555,2.1137776374816895
0,42,0.49840474128723145,-0.12088928371667862,1.1748617887496948,0.0700332447886467,-0.35225722193717957,-0.906101644039154,0.002212047576904297,2.118863821029663
0,43,0.5023607015609741,-0.12055116146802902,1.1753584146499634,0.0636742115020752,-0.3403596580028534,-0.9283391833305359,0.0028181076049804688,1.9854421615600586
0,44,0.5043829083442688,-0.12205770611763,1.1771650314331055,0.0554099902510643,-0.33046531677246094,-0.9519558548927307,0.0019958019256591797,2.010615587234497
0,45,0.5083123445510864,-0.12170673161745071,1.1775741577148438,0.048289667814970016,-0.3196483552455902,-0.974270224571228,0.0025262832641601562,1.80818510055542
0,46,0.5104994773864746,-0.1230582445859909,1.1790542602539062,0.03948269411921501,-0.31104323267936707,-0.9982285499572754,0.0019447803497314453,1.7906750440597534
0,47,0.5141374468803406,-0.1229587122797966,1.1793246269226074,0.03197988495230675,-0.30199453234672546,-1.0205491781234741,0.0024607181549072266,1.5365877151489258
0,48,0.516532301902771,-0.12401975691318512,1.1804089546203613,0.023185262456536293,-0.2955082654953003,-1.044562816619873,0.0021480321884155273,1.406808614730835
0,49,0.5198753476142883,-0.12409859895706177,1.1806919574737549,0.01556466892361641,-0.2897096574306488,-1.066843032836914,0.002498626708984375,1.045301079750061
0,50,0.5226356387138367,-0.12492705136537552,1.1822795867919922,0.006752444431185722,-0.28731122612953186,-1.0908695459365845,0.0015794038772583008,0.6434617638587952
0,51,0.5260000228881836,-0.12551000714302063,1.184486746788025,-0.0014473299961537123,-0.28650280833244324,-1.113602638244629,0.0,0.0
0,52,0.523290753364563,-0.12593096494674683,1.182563066482544,0.018888283520936966,-0.2832939028739929,-1.152876853942871,0.001660466194152832,0.699695348739624
0,53,0.5208690166473389,-0.12657473981380463,1.1816290616989136,0.039544519037008286,-0.28168943524360657,-1.1921218633651733,0.002385735511779785,1.1448339223861694
0,54,0.5184566378593445,-0.1272050440311432,1.181414246559143,0.06039869412779808,-0.28124359250068665,-1.2312248945236206,0.002348184585571289,1.4767100811004639
0,55,0.5160531401634216,-0.12778863310813904,1.1810635328292847,0.0820464938879013,-0.2809552550315857,-1.2701797485351562,0.002395033836364746,1.7189664840698242
0,56,0.5136014819145203,-0.12835341691970825,1.1807905435562134,0.10403291136026382,-0.2801443040370941,-1.3089144229888916,0.002308487892150879,1.9347196817398071
