method,dataset,seed,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
oncl,3d_spatial_arm_ellip_n3_traj,0,0.17927227914333344,0.03862898424267769,0.03862898424267769,0.06126566603779793,0.1781509816646576,0.1180066168308258,0.3578389883041382,8128.0,4096.0,0.0031839333823169237,0.0003486248024273664,0.2509765625,0.20189468503937008,0.1180066168308258,19.004150390625,0.3206654191017151,0.02873874455690384,4.477098821022082
oncl,3d_spatial_arm_ellip_n3_traj,1,0.19488568603992462,0.08898351341485977,0.08898351341485977,0.05132986977696419,0.13005003333091736,0.14355581998825073,0.44708505272865295,8128.0,4096.0,0.014208721215090642,0.0011076064547523856,0.205078125,0.3027805118110236,0.14355581998825073,19.0009765625,0.35501807928085327,0.006090905517339706,3.5236549049732275
oncl,3d_spatial_arm_ellip_n3_traj,2,0.19867336750030518,0.051350127905607224,0.051350127905607224,0.09663529694080353,0.29709959030151367,0.10203807055950165,0.30373960733413696,8128.0,4096.0,0.008321096426823299,0.0004451212880667299,0.26416015625,0.2846948818897638,0.10203807055950165,19.0,0.3193965256214142,0.024115992709994316,3.61164345103316
oncl,3d_spatial_arm_ellip_n3_traj,3,0.2301921248435974,0.029872998595237732,0.029872998595237732,0.08102574944496155,0.24229775369167328,0.14916637539863586,0.3785744309425354,8128.0,4096.0,0.0014705882352941176,0.000449550396297127,0.198974609375,0.14419291338582677,0.14916637539863586,19.007568359375,0.2727627754211426,0.006885512266308069,3.6526214420446195
oncl,3d_spatial_arm_ellip_n3_traj,4,0.1676861196756363,0.08327452838420868,0.08327452838420868,0.059925295412540436,0.15442520380020142,0.10776082426309586,0.26900678873062134,8128.0,4096.0,0.012481644640234948,0.0012355698272585869,0.25341796875,0.3624507874015748,0.10776082426309586,19.0009765625,0.3156915307044983,0.029922090470790863,3.9822647850378416
oncl,3d_spatial_arm_ellip_n3_traj,5,0.1606905311346054,0.05021093040704727,0.05021093040704727,0.048264216631650925,0.12191199511289597,0.11242631077766418,0.34167414903640747,8128.0,4096.0,0.004165645675079637,0.0004419542383402586,0.248046875,0.23486712598425197,0.11242631077766418,19.002197265625,0.31570667028427124,0.024368800222873688,3.768682409019675
oncl,3d_spatial_arm_ellip_n3_traj,6,0.2448820173740387,0.04706425964832306,0.04706425964832306,0.08729802817106247,0.34673869609832764,0.15758399665355682,0.5614849328994751,8128.0,4096.0,0.004167688158862467,0.0005657791043631732,0.2724609375,0.29785925196850394,0.15758399665355682,19.003173828125,0.38816121220588684,0.023057322949171066,3.6833681749994867
oncl,3d_torus_surface_traj,0,0.93399977684021,0.021313592791557312,0.021313592791557312,0.6207945346832275,1.4218693971633911,0.31320521235466003,0.949034571647644,8100.0,4096.0,0.03277334067749931,7.531350274803117e-05,0.171630859375,0.02567901234567901,0.31320521235466003,19.0,0.5052794218063354,0.02853226102888584,4.535984724992886
oncl,3d_torus_surface_traj,1,0.8461068272590637,0.027537662535905838,0.027537662535905838,0.5499727129936218,1.1692577600479126,0.2961341142654419,0.9155079126358032,8100.0,4096.0,0.05086640581330352,0.00016905863594729453,0.196533203125,0.03802469135802469,0.2961341142654419,19.0,0.4740419089794159,0.0028492528945207596,4.543841728998814
oncl,3d_torus_surface_traj,2,0.8715231418609619,0.01946493238210678,0.01946493238210678,0.5478296279907227,1.2535110712051392,0.32369354367256165,0.9997112154960632,8100.0,4096.0,0.02393543000278319,7.505208486691117e-05,0.174072265625,0.02493827160493827,0.32369354367256165,19.0,0.5619843006134033,0.012279640883207321,7.451950285991188
oncl,3d_torus_surface_traj,3,0.8390170335769653,0.020940199494361877,0.020940199494361877,0.5365534424781799,1.2149564027786255,0.3024635910987854,0.8322316408157349,8100.0,4096.0,0.0345217883418223,9.304914419772103e-05,0.15380859375,0.02234567901234568,0.3024635910987854,19.0,0.548738956451416,0.008373886346817017,7.076813260035124
oncl,3d_torus_surface_traj,4,1.0481138229370117,0.015415720641613007,0.015415720641613007,0.6898707747459412,1.8244160413742065,0.35824304819107056,1.0300261974334717,8100.0,4096.0,0.02106430155210643,4.640863335225731e-05,0.120849609375,0.011975308641975308,0.35824304819107056,19.0,0.6057376861572266,0.012313967570662498,4.48546834802255
oncl,3d_torus_surface_traj,5,1.479846477508545,0.02203228324651718,0.02203228324651718,1.046623945236206,2.379301071166992,0.4332225024700165,1.2166988849639893,8100.0,4096.0,0.02676864244741874,8.11970021459274e-05,0.1103515625,0.01074074074074074,0.4332225024700165,19.0,0.7206392288208008,0.026938559487462044,4.623997090966441
oncl,3d_torus_surface_traj,6,1.188450574874878,0.01774774119257927,0.01774774119257927,0.8759973049163818,2.3199729919433594,0.3124532401561737,1.0406962633132935,8100.0,4096.0,0.027079843662758236,6.066813875804655e-05,0.224365234375,0.023703703703703703,0.3124532401561737,19.0,0.4552314281463623,0.006554815452545881,4.789131072990131
ecomann,3d_spatial_arm_ellip_n3_traj,0,0.8269389867782593,0.7788744568824768,0.7788744568824768,0.34985026717185974,0.7496883869171143,0.47708868980407715,1.0083335638046265,8128.0,4096.0,0.40068577026696056,0.1715777963399887,0.005859375,0.7263779527559056,0.47708868980407715,3.585693359375,0.7317113876342773,0.22252415120601654,13.630882417026442
ecomann,3d_spatial_arm_ellip_n3_traj,1,0.5181689858436584,0.9005341529846191,0.9005341529846191,0.1828378438949585,0.2867162227630615,0.33533114194869995,0.5756362676620483,8128.0,4096.0,0.3966193042626164,0.22815753519535065,0.0,0.8367372047244095,0.33533114194869995,49.556396484375,1.0634543895721436,0.4089229106903076,11.369389969971962
ecomann,3d_spatial_arm_ellip_n3_traj,2,0.9146957397460938,1.1677749156951904,1.1677749156951904,0.4772835075855255,0.7639961838722229,0.43741220235824585,0.6039601564407349,8128.0,4096.0,0.5124816446402349,0.32105231285095215,0.0,0.8826279527559056,0.43741220235824585,70.471923828125,0.9812753200531006,0.23762644827365875,10.578956065000966
ecomann,3d_spatial_arm_ellip_n3_traj,3,1.615643858909607,1.4755580425262451,1.4755580425262451,0.600419282913208,0.9717997908592224,1.015224575996399,1.2876068353652954,8128.0,4096.0,0.8102941176470588,0.5025959014892578,0.0,0.9034202755905512,1.015224575996399,97.58251953125,1.5083386898040771,1.0584065914154053,13.332949926960282
ecomann,3d_spatial_arm_ellip_n3_traj,4,0.9624276161193848,0.9591779112815857,0.9591779112815857,0.3450515568256378,0.6448807716369629,0.6173760890960693,0.9477579593658447,8128.0,4096.0,0.4265785609397944,0.2201312780380249,0.005126953125,0.8919783464566929,0.6173760890960693,3.4736328125,0.8666951060295105,0.30024492740631104,9.309868832991924
ecomann,3d_spatial_arm_ellip_n3_traj,5,0.9596844911575317,1.3304966688156128,1.3304966688156128,0.4500342309474945,0.8313611745834351,0.5096502900123596,1.0042637586593628,8128.0,4096.0,0.6263170791472679,0.3273997902870178,0.0,0.8791830708661418,0.5096502900123596,3.517333984375,0.6984981298446655,0.4404032826423645,10.51890068600187
ecomann,3d_spatial_arm_ellip_n3_traj,6,1.005588173866272,2.240827798843384,2.240827798843384,0.5883089303970337,1.1368865966796875,0.4172792434692383,0.7008968591690063,8128.0,4096.0,0.8842853640598186,1.3083994388580322,0.0,0.9504183070866141,0.4172792434692383,3.742919921875,1.4706315994262695,0.017363421618938446,9.364694917981979
ecomann,3d_torus_surface_traj,0,1.3052219152450562,1.684456467628479,1.684456467628479,0.7489367127418518,1.529344081878662,0.5562852025032043,1.4444537162780762,8100.0,4096.0,0.6573946571192509,0.8751071095466614,0.050537109375,0.4508641975308642,0.5562852025032043,2.912841796875,0.7742146849632263,0.1764276623725891,0.4286567370290868
ecomann,3d_torus_surface_traj,1,1.0036855936050415,2.08847975730896,2.08847975730896,0.5961077809333801,1.3252474069595337,0.407577782869339,1.0477702617645264,8100.0,4096.0,0.8264393515930688,1.0229743719100952,0.100830078125,0.8020987654320988,0.407577782869339,2.797119140625,0.7060909867286682,0.08164870738983154,0.4379284359747544
ecomann,3d_torus_surface_traj,2,1.515607476234436,2.9730112552642822,2.9730112552642822,0.890753984451294,1.5394537448883057,0.6248534917831421,1.3065656423568726,8100.0,4096.0,0.9468410798775396,2.52483868598938,0.0,0.9665432098765432,0.6248534917831421,3.4833984375,1.1413087844848633,0.3998194932937622,1.1824581160326488
ecomann,3d_torus_surface_traj,3,1.019813895225525,2.626124858856201,2.626124858856201,0.6054753661155701,1.4583691358566284,0.41433852910995483,1.1620407104492188,8100.0,4096.0,0.8089983022071308,1.384917140007019,0.0966796875,0.7641975308641975,0.41433852910995483,2.828857421875,0.7232689261436462,0.26036590337753296,1.2631776279886253
ecomann,3d_torus_surface_traj,4,0.9481034278869629,2.8195712566375732,2.8195712566375732,0.574955940246582,1.2628755569458008,0.37314745783805847,0.9710530638694763,8100.0,4096.0,0.9617516629711752,1.0682321786880493,0.109375,0.9787654320987654,0.37314745783805847,2.79833984375,0.6920785903930664,0.09523451328277588,0.8368294819956645
ecomann,3d_torus_surface_traj,5,1.5937767028808594,1.308046817779541,1.308046817779541,1.1049059629440308,2.109912633895874,0.48887068033218384,1.2797751426696777,8100.0,4096.0,0.6263316033870527,0.4013180732727051,0.080078125,0.27197530864197533,0.48887068033218384,3.181640625,1.065590262413025,0.06384846568107605,0.799018067016732
ecomann,3d_torus_surface_traj,6,1.81634521484375,2.366342306137085,2.366342306137085,1.1625066995620728,2.2790048122406006,0.6538385152816772,1.6257216930389404,8100.0,4096.0,0.8361250697934115,1.565166711807251,0.01904296875,0.4803703703703704,0.6538385152816772,3.14990234375,1.008324146270752,0.3117900490760803,0.8191217710264027
oncl,6d_workspace_sine_surface_pose_traj,0,0.177334725856781,0.028891395777463913,0.028891395777463913,0.054695598781108856,0.1498919278383255,0.12263911962509155,0.40688300132751465,8128.0,4096.0,0.007080078125,0.00018487192573957145,0.00634765625,0.1487450787401575,0.26286590099334717,29.0,0.4899372458457947,0.003196586621925235,17.991473965113983
oncl,6d_workspace_sine_surface_pose_traj,1,0.16751252114772797,0.024962179362773895,0.024962179362773895,0.036275479942560196,0.06459735333919525,0.13123704493045807,0.414730429649353,8128.0,4096.0,0.003663003663003663,0.0001400580513291061,0.002685546875,0.09473425196850394,0.33669161796569824,29.0,0.5002201795578003,0.002354102674871683,17.683746818918735
oncl,6d_workspace_sine_surface_pose_traj,2,0.1395018994808197,0.020316705107688904,0.020316705107688904,0.03210584819316864,0.0545247457921505,0.10739605873823166,0.3340512216091156,8128.0,4096.0,0.0029296875,9.408529876964167e-05,0.006103515625,0.12315452755905512,0.27990609407424927,29.0,0.4687608480453491,0.0024464454036206007,17.84377649682574
oncl,6d_workspace_sine_surface_pose_traj,3,0.1722424477338791,0.024561239406466484,0.024561239406466484,0.03650246933102608,0.06621884554624557,0.1357399821281433,0.4218739867210388,8128.0,4096.0,0.00390625,0.0001541105011710897,0.004638671875,0.10519192913385826,0.2892723083496094,29.0,0.4980933368206024,0.0028318180702626705,26.643939011963084
oncl,6d_workspace_sine_surface_pose_traj,4,0.17884786427021027,0.029385214671492577,0.029385214671492577,0.043112415820360184,0.08729507774114609,0.13573545217514038,0.4117758572101593,8128.0,4096.0,0.00927734375,0.00018416260718367994,0.003173828125,0.11294291338582677,0.3370773196220398,29.0,0.49120062589645386,0.004415166564285755,18.964646610897034
oncl,6d_workspace_sine_surface_pose_traj,5,0.16915880143642426,0.024886932224035263,0.024886932224035263,0.041575655341148376,0.09370175004005432,0.12758314609527588,0.39723342657089233,8128.0,4096.0,0.004150390625,0.000132224231492728,0.006103515625,0.10383858267716535,0.26825982332229614,29.0,0.4711797535419464,0.004288878757506609,21.06893081194721
oncl,6d_workspace_sine_surface_pose_traj,6,0.18345330655574799,0.025673504918813705,0.025673504918813705,0.03877253830432892,0.06810953468084335,0.14468076825141907,0.44013193249702454,8128.0,4096.0,0.006103515625,0.0001611715561011806,0.001953125,0.09781003937007875,0.34778469800949097,29.0,0.4971308708190918,0.0035618054680526257,21.86734233307652
ecomann,6d_workspace_sine_surface_pose_traj,0,0.280592143535614,0.22922959923744202,0.22922959923744202,0.0756509006023407,0.17266574501991272,0.20494122803211212,0.49261656403541565,8128.0,4096.0,0.146240234375,0.012760327197611332,0.0,0.4548474409448819,0.3821912407875061,3.552978515625,0.4622689187526703,0.051585808396339417,61.68951966310851
ecomann,6d_workspace_sine_surface_pose_traj,1,0.22817562520503998,0.22122271358966827,0.22122271358966827,0.05112271010875702,0.08555657416582108,0.17705291509628296,0.5047590732574463,8128.0,4096.0,0.2026862026862027,0.010032514110207558,0.0,0.5184547244094488,0.33204910159111023,3.65234375,0.45050451159477234,0.03009573370218277,45.62159512704238
ecomann,6d_workspace_sine_surface_pose_traj,2,0.23969903588294983,0.1423809677362442,0.1423809677362442,0.05185241252183914,0.0823957622051239,0.18784663081169128,0.5568767786026001,8128.0,4096.0,0.076416015625,0.005249549634754658,0.000244140625,0.34448818897637795,0.36523061990737915,3.699951171875,0.46584826707839966,0.03463076055049896,49.59795672306791
ecomann,6d_workspace_sine_surface_pose_traj,3,0.21480849385261536,0.13478770852088928,0.13478770852088928,0.0528097003698349,0.09908421337604523,0.16199879348278046,0.5010172128677368,8128.0,4096.0,0.086669921875,0.004111236892640591,0.0,0.3870570866141732,0.34129422903060913,3.984375,0.43778130412101746,0.03232451528310776,59.67160410108045
ecomann,6d_workspace_sine_surface_pose_traj,4,0.27647116780281067,0.251425564289093,0.251425564289093,0.06471351534128189,0.12055756151676178,0.21175764501094818,0.563370943069458,8128.0,4096.0,0.23876953125,0.01622900553047657,0.000244140625,0.5755413385826772,0.4237726926803589,3.54248046875,0.48210039734840393,0.03139599412679672,43.4695173590444
